gene_id,pilot_split,positive_strength,negative_strength,primary_difference,direction_agreement,primary_pairs,gc_sensitivity_difference,linked_strength,wrong_strength,target_specificity_difference
ENSG00000124596,development,-0.0002383558570742,0.0773575072957957,-0.0775958631528699,0.0,1,-0.0775958631528699,-0.0010049662349977,-0.0164178576547691,0.0154128914197713
ENSG00000124657,development,-0.5741879998138621,-0.3477423281750737,-0.22644567163878834,0.0,2,-0.22644567163878834,-0.697267370005607,0.011550013982854549,-0.7088173839884615
ENSG00000124882,development,2.472164464384929,-0.0059705809177446,2.4781350453026736,1.0,1,2.4781350453026736,2.428372007505234,1.9728334375456185,0.4555385699596157
ENSG00000125611,development,0.0036854523822471,-0.0033329840263514,0.0070184364085985,1.0,1,-0.0067901565303962,-0.0029371668664843,0.0068707961134304,-0.0098079629799148
ENSG00000126698,confirmation,0.0012045608413036,-0.0001928555796322,0.0013974164209358,1.0,1,0.0006315654832373,0.000250222226791,-0.0068464265408287,0.0070966487676198
ENSG00000128039,confirmation,0.0015488244303183,-0.0054593025342652,0.0070081269645836,1.0,1,0.0070081269645836,0.0008355489761262,0.0001177864357293,0.0007177625403969
ENSG00000129538,development,0.0221730181454233,6.035879739768335,-6.013706721622912,1.0,1,-6.013706721622912,0.0695743588950907,0.0403573752223485,0.0292169836727422
ENSG00000130770,development,0.0021345715854401,-0.002253925312857,0.0043884968982972,1.0,1,-0.0063125572241329,0.001688543229072,-0.0068464265408287,0.0085349697699008
ENSG00000131389,confirmation,2.4516066836425243,0.932495157165714,1.5191115264768102,1.0,2,1.5191115264768102,2.4277318002608332,0.00632514883685605,2.421406651423977
ENSG00000131914,development,3.3750864961320133,-0.0059365551345704,3.381023051266584,1.0,1,3.381023051266584,3.482005767181698,5.338520112654891,-1.856514345473192
ENSG00000131981,development,0.4876429554245691,0.5296815125691673,-0.0420385571445981,1.0,1,-0.0420385571445981,0.4876429554245691,0.0050299980783989,0.4826129573461701
ENSG00000132002,development,-0.0034752093063374,0.0027419172753955,-0.006217126581733,0.0,1,-1.904832134411236,-0.0034752093063374,0.0346076328612714,-0.0380828421676089
ENSG00000133639,development,0.0077912379696467,-0.0009886114423345,0.0087798494119812,1.0,1,0.0087798494119812,0.0077912379696467,0.0272745586290419,-0.0194833206593951
ENSG00000134107,confirmation,0.0020933659505342,0.0112195984701326,-0.0091262325195984,1.0,1,-0.0091262325195984,0.0020933659505342,0.0009472651986328,0.0011461007519013
ENSG00000135363,development,0.0865493742500937,-0.0883145162065108,0.1748638904566046,1.0,1,0.1748638904566046,0.0865493742500937,0.0286370486453044,0.0579123256047893
ENSG00000135372,development,3.3449009242209193,2.394035574606675,0.9508653496142444,1.0,1,0.9508653496142444,3.406357421317993,0.0019971752458722,3.4043602460721205
ENSG00000135821,development,6.380733054810703,6.58382486082108,-0.2030918060103772,1.0,1,-0.2030918060103772,6.525020676690216,0.6206387679315593,5.904381908758657
ENSG00000135932,development,4.246348191012199,1.179848130673923,3.066500060338276,1.0,1,3.066500060338276,4.211379715078501,6.9851124614413225,-2.773732746362821
ENSG00000136244,development,0.10818079108299594,-0.11469754607527635,0.22287833715827235,0.5,2,0.22287833715827235,-0.04833431883877215,1.259209338964074,-1.3075436578028459
ENSG00000136732,development,0.2960711852615532,0.0153750344550545,0.2806961508064987,1.0,1,0.2806961508064987,0.3741365452810754,0.7179553173025545,-0.343818772021479
ENSG00000136770,confirmation,0.0430298097150743,0.0119972136612016,0.0310325960538726,1.0,1,0.0310325960538726,0.0510556212390032,5.106671393609698,-5.055615772370695
ENSG00000137193,confirmation,3.2876352051933893,2.5850805634918137,0.7025546417015756,1.0,2,0.7025546417015756,3.3317965419709488,0.010719866347896151,3.3210766756230523
ENSG00000137198,confirmation,2.8911102760496,2.622419488211543,0.26869078783805683,1.0,2,0.26869078783805683,2.9820692212724387,0.011541234422449649,2.970527986849989
ENSG00000138685,development,0.6023551116248864,0.2593272127636172,0.3430278988612691,1.0,1,0.3430278988612691,0.6023551116248864,0.1023575771276128,0.4999975344972736
ENSG00000138756,development,0.1515622222013513,0.0744874840743983,0.07707473812695295,0.5,2,0.07707473812695295,0.1424314328445586,0.01004426067207915,0.13238717217247944
ENSG00000140545,development,0.023049687419542,0.0164249192835566,0.0066247681359854,1.0,1,0.0066247681359854,0.058772951022382,0.0396612362788628,0.0191117147435191
ENSG00000141179,confirmation,4.166711347319559,5.6609787305472645,-1.4942673832277054,1.0,1,-1.4942673832277054,4.161033066003194,1.7980774739734755,2.362955592029718
ENSG00000141401,development,0.2454244049937886,-0.0593057329142352,0.3047301379080238,1.0,1,0.3047301379080238,0.2454244049937886,0.0200146061548336,0.2254097988389549
ENSG00000141753,development,0.0791901646894253,0.0048971835299234,0.0742929811595018,1.0,1,0.0742929811595018,0.0791901646894253,4.529864092102612,-4.450673927413186
ENSG00000142669,development,-0.001696597962042,-0.0002653831516781,-0.0014312148103639,0.0,1,-0.0014312148103639,-0.001696597962042,0.0044181436451418,-0.0061147416071838
ENSG00000143061,development,1.155185601776755,0.0945873454834718,1.0605982562932832,1.0,1,1.0605982562932832,1.155185601776755,3.850447088205773,-2.695261486429018
ENSG00000143321,development,0.0019387318342873,-0.1182778420472816,0.120216573881569,1.0,1,-0.0126087534863668,0.0040664667410119,0.0009659356765663,0.0031005310644456
ENSG00000143324,development,-0.0072708822812614,-0.0152613209683556,0.0079904386870941,0.0,1,0.0079904386870941,-0.0099489967069379,0.0017138906274354,-0.0116628873343733
ENSG00000147465,development,0.0149404760694489,2.4775357748768556,-2.4625952988074067,1.0,1,-2.4625952988074067,0.0132841976957074,0.0059625458084866,0.0073216518872207
ENSG00000148429,development,0.0141206126763053,-0.0007533716156942,0.0148739842919995,1.0,1,0.0148739842919995,0.0141206126763053,0.0212461053567931,-0.0071254926804877
ENSG00000149257,development,4.866531682283408,0.0195778415843541,4.8469538406990536,1.0,1,4.8469538406990536,4.866531682283408,0.3548037589482931,4.511727923335115
ENSG00000149557,development,-0.0610276673967149,-0.0292763531023014,-0.0317513142944134,0.0,1,-0.0317513142944134,-0.0610276673967149,-1.787689487730677,1.726661820333962
ENSG00000150593,development,-0.0173335570901294,0.1808021024243391,-0.1981356595144685,0.0,1,-0.1981356595144685,-0.0173335570901294,0.0405481500534925,-0.0578817071436219
ENSG00000152078,confirmation,1.41195989403953,0.0154614223858465,1.3964984716536835,1.0,2,1.3964984716536835,1.41195989403953,3.3310992866828992,-1.919139392643369
ENSG00000152518,development,5.363889024699148,2.6596152161877367,2.704273808511411,1.0,2,0.0757006022418695,5.366098562992138,-0.0026286252247152,5.3687271882168535
ENSG00000152804,confirmation,0.0439120978546139,0.5070869661554431,-0.4631748683008292,1.0,1,-0.4631748683008292,0.0439120978546139,0.081243556273357,-0.037331458418743
ENSG00000155096,development,-0.0016260656773152,-0.1176725914531398,0.1160465257758245,0.0,1,0.0893591976033474,-0.0110891102922123,-0.0015433225530081,-0.0095457877392042
ENSG00000155506,confirmation,2.13780218198696,0.1965000854800553,1.9413020965069048,1.0,1,1.9413020965069048,2.312520300625692,0.0847440639361547,2.2277762366895373
ENSG00000157404,development,4.131716459940619,0.06112915746631305,4.070587302474306,1.0,2,4.070587302474306,4.1327408563333545,0.0225824248219912,4.110158431511364
ENSG00000158373,confirmation,1.3948752284775878e-05,-0.0043029676599832,0.004316916412268,1.0,1,-0.0014002025328849,-0.0013422349556435,7.034107325765149e-05,-0.0014125760289012
ENSG00000158406,confirmation,0.00301149690928155,0.0498297918845276,-0.046818294975246054,1.0,2,-0.046818294975246054,0.0042170628627058,0.0573116150929351,-0.05309455223022925
ENSG00000160193,development,0.0038863140746734,0.0020582129759674,0.001828101098706,1.0,1,0.001828101098706,0.0019734842544565,-0.0073557097697101,0.0093291940241666
ENSG00000161692,development,-3.029719191083302e-05,0.0007118653094648,-0.0007421625013757,0.0,1,-0.0165374508424376,-3.029719191083302e-05,0.0066260650156508,-0.0066563622075617
ENSG00000163218,development,0.0101446325484988,0.0593825776295222,-0.0492379450810234,1.0,1,-0.0492379450810234,0.0101446325484988,0.0176108512868653,-0.0074662187383665
ENSG00000163297,development,0.13053911144068575,-0.0217561706029063,0.15229528204359208,0.5,2,0.15229528204359208,0.1440595531163313,1.3121368608274797,-1.1680773077111484
ENSG00000163435,development,0.0312304848325599,0.0081140377142974,0.0231164471182625,1.0,1,0.0231164471182625,0.0123649370228832,0.0252817238605906,-0.0129167868377074
ENSG00000163602,confirmation,4.968179814255366,4.812471714198919,0.1557081000564473,1.0,1,0.1557081000564473,4.968179814255366,0.0120059453733851,4.956173868881981
ENSG00000163714,development,-0.0206230654765673,-0.0142276593513406,-0.0063954061252267,0.0,1,-0.0063954061252267,-0.0050409674324516,-0.0146584366338569,0.0096174692014052
ENSG00000163734,development,1.1660782333002397,0.6103517776963172,0.5557264556039225,1.0,2,0.5557264556039225,1.1789101210297361,3.0549964912670675,-1.8760863702373314
ENSG00000163739,development,0.4492964263703358,-0.0144390075814166,0.4637354339517525,1.0,1,0.4637354339517525,0.5224965783436737,0.1750278069249442,0.3474687714187294
ENSG00000163958,development,0.8144233857075927,0.2314539265312611,0.5829694591763315,1.0,1,0.5829694591763315,0.8144233857075927,0.3494118486749295,0.4650115370326631
ENSG00000164442,confirmation,0.009122591039171025,-0.00109422383658005,0.01021681487575105,0.5,4,0.01021681487575105,0.010914431322120775,0.01466400924520905,-0.00374957792308825
ENSG00000167775,development,0.0021668593160288,0.027062614620732,-0.0248957553047031,1.0,1,-0.0248957553047031,0.0021668593160288,-0.0071627329670662,0.0093295922830951
ENSG00000168298,development,-0.0047990635604176,-0.0007155509634327001,-0.004083512596984901,0.5,2,-0.004083512596984901,-0.00656070830689075,-0.0005305581277577,-0.0060301501791331005
ENSG00000168461,development,0.3396526656800063,5.115959618919396,-4.77630695323939,1.0,1,-4.77630695323939,0.3383521584032216,0.0400220938446169,0.2983300645586046
ENSG00000168785,confirmation,0.43882408644098536,0.052311718010387545,0.3865123684305978,1.0,2,0.3865123684305978,0.3400039946256834,0.008069211812082349,0.331934782813601
ENSG00000169442,development,0.0008789707852834,-0.0049376230119726,0.005816593797256,1.0,1,0.005816593797256,0.0008789707852834,0.0044181436451418,-0.0035391728598583
ENSG00000169554,development,0.4967106469787046,0.0680226017076988,0.4286880452710058,1.0,1,0.4286880452710058,0.6227863810703305,0.0268818949837896,0.5959044860865408
ENSG00000171345,development,0.0189112365022019,0.0046027569681896,0.0143084795340122,1.0,1,0.0143084795340122,0.0268133544000548,0.128529556789481,-0.1017162023894262
ENSG00000172270,development,-4.411942735813212,0.0028280572734979,-4.41477079308671,0.0,1,-4.362127687373656,-4.672637361719931,0.1361440767787378,-4.808781438498669
ENSG00000173559,development,0.0348285521971902,-0.0611256776764168,0.0959542298736071,1.0,1,0.0959542298736071,0.0161481240252729,0.0817819744304007,-0.0656338504051277
ENSG00000173848,development,0.03643629582572225,0.00323210178777515,0.033204194037947,1.0,2,0.033204194037947,0.03643629582572225,0.18610330164094255,-0.1496670058152203
ENSG00000175040,development,1.4264182601292026,0.2442901014663796,1.182128158662823,1.0,1,1.182128158662823,1.372149514599709,-0.0142276593513406,1.3863771739510495
ENSG00000176485,development,0.0182537614968596,0.0342072542141955,-0.0159534927173358,1.0,1,-0.0159534927173358,0.0189813540944628,0.1946075798884408,-0.1756262257939779
ENSG00000177352,development,0.000833670094094,0.0001190657233092,0.0007146043707848,1.0,1,0.0007146043707848,0.0049444203154465,0.0021157859999449,0.0028286343155015
ENSG00000179097,development,-0.18198060752699405,0.8827065517139216,-1.0646871592409157,0.5,2,-1.0646871592409157,-0.27820601519479443,-1.315742606179771,1.0375365909849765
ENSG00000179348,development,3.2208647160778567,0.008771383348525634,3.212093332729331,1.0,3,3.212093332729331,3.1612855324485323,1.0940124542257859,2.067273078222746
ENSG00000180198,development,-0.0045129847911997,0.0015538272190056,-0.0060668120102054,0.0,1,0.0051555840028374,-4.7736189378255744e-05,-0.0041985907977841,0.0041508546084059
ENSG00000180537,development,-0.3955761958881685,-0.5891269122364231,0.19355071634825458,0.5,2,0.19355071634825458,-0.40997418783206296,-0.9889220696491705,0.5789478818171077
ENSG00000180573,development,0.0005020536548041,0.0006748256842623,-0.0001727720294582,1.0,1,-0.0001727720294582,0.0022223564547712,-0.0083694550943551,0.0105918115491263
ENSG00000180628,development,-0.0207021175980361,0.0061787564550863,-0.0268808740531225,0.0,1,-0.0125713135225584,-0.0186459038841686,-0.0106490892168595,-0.007996814667309
ENSG00000181788,development,3.7058920777175435,1.0207006192342694,2.685191458483274,1.0,2,2.685191458483274,3.658676965697406,0.1113805116421964,3.5472964540552097
ENSG00000182118,development,0.1715055963396956,0.0638047780945987,0.1077008182450969,1.0,1,0.1077008182450969,0.1893898077402322,0.0105869653782413,0.1788028423619909
ENSG00000182512,development,0.0063055585980036,0.0616297173358417,-0.0553241587378381,1.0,1,-0.0553241587378381,0.0099030890376359,0.0125152412164855,-0.0026121521788495
ENSG00000182704,development,0.0537456027902414,-5.070770221255136,5.124515824045378,1.0,1,5.124515824045378,0.054686573955178,5.59868107068667,-5.543994496731492
ENSG00000183496,development,1.8084213134775624,0.2762455191485031,1.532175794329059,1.0,1,1.532175794329059,1.8562614594503255,2.1782007024880237,-0.3219392430376979
ENSG00000184007,development,0.0221138895067953,0.0063810212882708,0.0157328682185244,1.0,1,0.0157328682185244,0.0228423472646959,0.0004506542635773,0.0223916930011185
ENSG00000184009,development,-0.000525573924345,0.042255429044117,-0.042781002968462,0.0,1,-0.042781002968462,-0.0006801969206497,-0.000469476037054,-0.0002107208835956
ENSG00000184557,development,3.2372683836791714,0.004852573929897,3.2324158097492743,1.0,1,3.2324158097492743,3.1461855783805763,-0.0059804592256185,3.152166037606195
ENSG00000185885,development,0.0014251545206507,-3.358511292492018,3.359936447012669,1.0,1,3.359936447012669,0.0014251545206507,-0.4934123649854101,0.4948375195060608
ENSG00000187134,development,0.0527573772279549,-0.0460225322963379,0.0987799095242929,1.0,2,0.0987799095242929,0.04195596629044075,1.0613624355915934,-1.0194064693011526
ENSG00000187688,development,5.19778449893805,0.0127568471375676,5.185027651800483,1.0,1,5.185027651800483,5.396790624343937,0.0143132358582018,5.382477388485735
ENSG00000197223,development,-0.0015285264966921,-0.0209672604990371,0.019438734002345,0.0,1,-0.0127218907156716,-0.0101299238237977,-0.006401467986369,-0.0037284558374286
ENSG00000198087,confirmation,1.162107029359582,0.0021731784183316,1.1599338509412505,1.0,1,1.1599338509412505,1.162107029359582,0.0391399348275536,1.1229670945320285
ENSG00000198492,development,-0.0011522160368802,-0.000275890431272,-0.0008763256056081,0.0,1,-0.0008763256056081,-0.000270551041277,-0.0039752316477041,0.0037046806064271
ENSG00000198729,confirmation,0.3297731311723106,0.0253029828713753,0.3044701483009353,1.0,1,0.3044701483009353,0.3297731311723106,1.7067528581891735,-1.3769797270168629
ENSG00000198898,development,0.0001725002534738,-0.0102349943626398,0.0104074946161136,1.0,1,0.0255757293192666,0.0312523665934127,0.0023791851755188,0.0288731814178939
ENSG00000204713,development,0.0101123051624885,0.0026139012427961,0.0074984039196923,1.0,1,0.0074984039196923,0.0184370145449026,0.1766902867822085,-0.1582532722373058
